Time,Speed(MPH),Location,County,State,LAT,LON,Remarks,,
223,UNK,1 E STERLING PARK,LOUDOUN,VA,39,-77.39,SMALL TREE FELL ONTO PARKED CAR ON LINCOLN AVENUE...AND PARTIALLY BLOCKED ROADWAY. (LWX),,
223,UNK,2 ESE COUNTRYSIDE,LOUDOUN,VA,39.04,-77.38,LARGE TREE INTO TOWNHOUSE ON SUGARLAND SQUARE...CAUSING STRUCTURAL DAMAGE. (LWX),,
223,UNK,2 NE BARNESVILLE,MONTGOMERY,MD,39.25,-77.35,TELEPHONE POLE AND SEVERAL TREE BRANCHES A FEW INCHES IN DIAMETER DOWN (LWX),,
223,UNK,2 NE BARNESVILLE,MONTGOMERY,MD,39.25,-77.35,TELEPHONE POLE AND SEVERAL TREE BRANCHES A FEW INCHES IN DIAMETER DOWN NEAR AND EAST OF COMUS... MD AND RT 109 (LWX),,
223,UNK,2 NE STERLING PARK,LOUDOUN,VA,39.02,-77.37,LARGE TREE DOWN OVER POWERLINES. POWER POLE BROKEN OFF AND WRAPPED INTO TREE. CEDAR DRIVE WAS BLOCKED. (LWX),,
223,UNK,3 ESE COUNTRYSIDE,LOUDOUN,VA,39.04,-77.36,MEDIUM SIZED TREE BLOCKING SOUTHBOUND ALGONKIAN PKWY NEAR HARDWOOD FOREST DRIVE. (LWX),,
223,UNK,4 E COUNTRYSIDE,LOUDOUN,VA,39.04,-77.35,ONE FOOT DIAMETER TREE DOWN ACROSS ROADWAY AND ON TOP OF OCCUPIED VEHICLE NEAR INTERSECTION OF LOWES ISLAND BLVD AND SAULTY DRIVE. (LWX),,
224,58,3 SW IJAMSVILLE,FREDERICK,MD,39.33,-77.36,(LWX),,
225,60,2 ESE DEATONVILLE,AMELIA,VA,37.32,-78.14,40 GUSTING TO 60 MPH (AKQ),,
225,62,2 E COUNTRYSIDE,LOUDOUN,VA,39.05,-77.39,(LWX),,
225,UNK,AMELIA COURT HOUSE,AMELIA,VA,37.34,-77.98,NUMEROUS TREES DOWN THROUGHOUT COUNTY. WIDESPREAD POWER OUTAGES. (AKQ),,
225,UNK,BETHEL HILL,PERSON,NC,36.5,-78.88,NUMEROUS TREES DOWN ALL AROUND THE COUNTY. (RAH),,
225,UNK,TRAPHILL,WILKES,NC,36.35,-81.03,TREES REPORTED DOWN FROM AT LEAST 10 LOCATIONS IN EASTERN WILKES COUNTY FROM NEAR ELKIN TOWARD TRAPHILL. (RNK),,
225,UNK,1 E ALTAVISTA,PITTSYLVANIA,VA,37.12,-79.27,TREES DOWN ON GRIT ROAD. (RNK),,
225,UNK,1 WSW GREEN VALLEY,FREDERICK,MD,39.34,-77.26,NUMEROUS TREES DOWN NEAR INTERSECTION OF HOLSTER TEEN AND BARN ROAD. (LWX),,
225,UNK,2 SW GARRISONVILLE,STAFFORD,VA,38.46,-77.45,NUMEROUS TREES DOWN ON WINDING CREEK ROAD. (LWX),,
225,UNK,3 WSW STAFFORD,STAFFORD,VA,38.4,-77.45,LARGE OAK TREES DOWN ON HWY. AT RT 1 AND LAYHILL AVE... BLOCKING 3 LANES (LWX),,
226,UNK,SPOTSYLVANIA,SPOTSYLVANIA,VA,38.2,-77.59,NUMEROUS TREES FALLEN ACROSS ROADS IN SPOTSYLVANIA COUNTY. (LWX),,
226,UNK,1 N FREDERICKSBURG,CITY OF FREDERICKS,VA,38.32,-77.48,MULTIPLE TREES DOWN NEAR FALL HILL AVE AND NORMANDY AVE. SOME 1-2 INCHES IN DIAMETER. SOME 7-8 INCHES IN DIAMETER. A FEW TREES ONTO VEHICLES. (LWX),,
226,UNK,1 SW OAK GROVE,LOUDOUN,VA,38.98,-77.41,TRUNK OF LARGE PINE TREE SNAPPED IN HALF. (LWX),,
226,UNK,2 SE CLARKSBURG,MONTGOMERY,MD,39.22,-77.26,12 INCH DIAMETER DOWN ONTO POWERLINES BETWEEN NORTH FREDERICK RD AND STONEHEDGE ST (LWX),,
226,UNK,2 WNW FREDERICKSBURG,CITY OF FREDERICKS,VA,38.31,-77.51,MULTIPLE 1 TO 2 INCH TREE BRANCHES DOWN ALONG FALL HILL AVE AND NEAR HUGHEY CT AND NEAR HERITAGE PL (LWX),,
227,UNK,HERNDON,FAIRFAX,VA,38.97,-77.39,LARGE TREE DOWN BLOCKING INTERSECTION OF ELDEN STREET AND FERNDALE AVENUE. (LWX),,
227,UNK,1 WSW HERNDON,FAIRFAX,VA,38.97,-77.4,POWERLINES DOWN. (LWX),,
228,80,1 W FREDERICKSBURG,CITY OF FREDERICKS,VA,38.3,-77.51,(LWX),,
228,UNK,1 NNW HERNDON,FAIRFAX,VA,38.98,-77.39,TWO LIMBS OF AT LEAST 12 INCHES IN DIAMETER WERE SNAPPED. (LWX),,
228,UNK,1 W FREDERICKSBURG,CITY OF FREDERICKS,VA,38.3,-77.51,MULTIPLE TREES DOWN APPROX 4.5 TO 5 INCHES IN DIAMETER. (LWX),,
228,UNK,2 N RESTON,FAIRFAX,VA,38.98,-77.35,MULTIPLE BRANCHES... SOME 4 INCHES IN DIAMETER... DOWN AS WELL AS A RESIDENTS GUTTER TORN OFF SIDE OF HOUSE. (LWX),,
230,70,3 SSW DAMASCUS,MONTGOMERY,MD,39.26,-77.23,(LWX),,
230,UNK,BROKENBURG,SPOTSYLVANIA,VA,38.15,-77.72,NUMEROUS TREES DOWN IN AND AROUND BROKENBURG. (LWX),,
230,UNK,PARTLOW,SPOTSYLVANIA,VA,38.04,-77.64,NUMEROUS TREES FALLEN ACROSS ROADS IN AND AROUND PARTLOW. (LWX),,
230,UNK,SANDY HOOK,GOOCHLAND,VA,37.75,-77.91,TREES DOWN IN SANDY HOOK AND HADENSVILLE (AKQ),,
230,UNK,1 ESE CENTREVILLE,FAIRFAX,VA,38.84,-77.42,TREE WITH DIAMETER OF OVER A FOOT AND HEIGHT OF 50-60 FEET WAS DOWNED. SEVERAL SMALLER TREES ALSO FELL. (LWX),,
230,UNK,3 E CHANTILLY,FAIRFAX,VA,38.88,-77.36,BRANCHES OF AT LEAST 4 INCHES IN DIAMETER BLOCKING VALEWOOD DRIVE. (LWX),,
230,UNK,3 E CLARKSBURG,MONTGOMERY,MD,39.24,-77.23,SOME UPROOTED TREES AND LARGE LIMBS DOWN. (LWX),,
230,UNK,3 ESE CHANTILLY,FAIRFAX,VA,38.86,-77.37,TREE DOWN ON POST FOREST DRIVE AT BLACK IRONWOOD DRIVE (LWX),,
230,UNK,3 WSW OAKTON,FAIRFAX,VA,38.88,-77.35,AT LEAST TEN TREES SHEARED OFF 20 TO 40 FEET ABOVE GROUND. LARGE BRANCHES SPREAD MANY YARDS IN ALL DIRECTIONS. (LWX),,
231,92,5 S OSWEGO,KENDALL,IL,41.63,-88.33,TREES AND LIMBS DOWN. (LOT),,
234,60,2 SSW KEYSER,MINERAL,WV,39.42,-79,GUST TIME AT 2049L (LWX),,
235,65,ROCKVILLE,MONTGOMERY,MD,39.08,-77.15,(LWX),,
235,79,RESTON,FAIRFAX,VA,38.96,-77.35,(LWX),,
235,UNK,AMHERST,AMHERST,VA,37.58,-79.05,MULTIPLE TREES AND POWER LINES DOWN. (RNK),,
235,UNK,MERRIFIELD,FAIRFAX,VA,38.88,-77.24,THREE LARGE BRANCHES BLOCKED TWO LANES OF PROSPERITY AVENUE. (LWX),,
235,UNK,1 SE TUCKAHOE,HENRICO,VA,37.58,-77.58,LARGE TREE DOWNED AND BLOCKING ROADWAY ON SLEEPY HOLLOW RD IN RICHMOND (AKQ),,
235,UNK,1 S FAIRFAX STATION,FAIRFAX,VA,38.79,-77.33,TREE LIMBS OF 2 TO 3 INCH DIAMETER SNAPPED ALONG A 0.1 MILE STRETCH OF FAIRFAX COUNTY PARKWAY (LWX),,
235,UNK,1 SW GAITHERSBURG,MONTGOMERY,MD,39.13,-77.23,LARGE TREE UPROOTED ON QUINCE ORCHARD ROAD NEAR DOSH DRIVE. (LWX),,
235,UNK,1 W MERRIFIELD,FAIRFAX,VA,38.87,-77.26,THREE INCH DIAMETER TREE DOWN AT INTERSECTION OF LEE HIGHWAY AND NUTLEY STREET. (LWX),,
235,UNK,2 SE ROCKVILLE,MONTGOMERY,MD,39.06,-77.13,MULTIPLE TREES DOWN. (LWX),,
236,UNK,1 E THE AMERICAN LEGION,FAIRFAX,VA,38.97,-77.17,*** 1 INJ *** TREE FELL ONTO GEORGE WASHINGTON PARKWAY...STRIKING VEHICLE. (LWX),,
236,UNK,1 S WASHINGTON GROVE,MONTGOMERY,MD,39.13,-77.18,TREE ACROSS ROAD... LARGE LIMBS DOWN (LWX),,
236,UNK,2 W ANNANDALE,FAIRFAX,VA,38.83,-77.25,SEVERAL TREES DOWN (LWX),,
237,UNK,SPRINGFIELD,FAIRFAX,VA,38.79,-77.18,*** 1 FATAL,3 INJ *** TREE ON CAR IN SPRINGFIELD. MULTIPLE ROOF CAVE INS. (LWX),
237,UNK,WEST SPRINGFIELD,FAIRFAX,VA,38.77,-77.23,*** 1 FATAL,3 INJ *** TREE ON CAR IN SPRINGFIELD. MULTIPLE ROOF CAVE INS. (LWX),
238,UNK,BURKE,FAIRFAX,VA,38.78,-77.27,*** 1 FATAL *** MOTORIST STRUCK BY FALLING TREE (LWX),,
239,70,2 NE BURKE,FAIRFAX,VA,38.8,-77.25,SMALL LIMBS WERE DOWN. (LWX),,
239,UNK,BROOKEVILLE,MONTGOMERY,MD,39.18,-77.06,LIMBS OF VARYING SIZES ON ROADS. (LWX),,
239,UNK,1 ENE LORTON,FAIRFAX,VA,38.7,-77.23,MEDIUM TO LARGE TREES DOWN ON LORTON ROAD. (LWX),,
239,UNK,1 NNW WESTOVER,ARLINGTON,VA,38.9,-77.15,MULTIPLE TREES DOWN NEAR INTERSECTION OF NORTH MCLINKLEY STREET AND 25TH ROAD. (LWX),,
239,UNK,1 WSW BROOKEVILLE,MONTGOMERY,MD,39.17,-77.08,TREES DOWN. (LWX),,
240,60,SHORT PUMP,HENRICO,VA,37.65,-77.61,WIND GUSTS ON PARHAM AND PEMBERTON ROADS (AKQ),,
240,UNK,JEFFERSON,POWHATAN,VA,37.61,-77.9,TIME IS APPROXIMATE AND BASED ON RADAR ESTIMATE. MULTIPLE TREES DOWN AT INTERSECTION OF VA 522 AND VA 711. (AKQ),,
240,UNK,1 WSW SCOTCHTOWN,HANOVER,VA,37.84,-77.61,LARGE TREES DOWN ON COATESVILLE RD NEAR BEAVERDAM (AKQ),,
240,UNK,3 NW JOLIET,WILL,IL,41.56,-88.16,SMALL TREE 4-5 INCHES IN DIAMETER SNAPPED A FEW FEET ABOVE GROUND. PART OF A FENCE BLOWN DOWN. (LOT),,
241,60,1 E CHERRYDALE,ARLINGTON,VA,38.9,-77.09,(LWX),,
241,70,PLAINFIELD,WILL,IL,41.62,-88.2,SEVERE WIND GUSTS FURNITURE BLOWN AGAINST FENCE. SMALL LIMBS TORN FROM PARKWAY TREES. (LOT),,
241,70,2 SSE PLAINFIELD,WILL,IL,41.59,-88.19,WIND GUSTS WITH VERY HEAVY RAIN 1.02 INCHES IN 15 MINUTES. QUARTER INCH HAIL FOR 10 MINUTES. POWER WENT OUT AT 942 PM AND RETURNED 1038 PM. (LOT),,
241,UNK,1 NW GLENELG,HOWARD,MD,39.28,-77.01,TREE FELL INTO HOUSE ON BRANTLY COURT. (LWX),,
242,UNK,1 NNW GLENELG,HOWARD,MD,39.28,-77,TWO TREES FELL INTO HOUSES ON CELBRIDGE DRIVE. (LWX),,
243,UNK,1 NNW GLENELG,HOWARD,MD,39.28,-77,TWO TREES DOWN INTO HOUSES ON BURNTWOODS ROAD. (LWX),,
243,UNK,1 SE GLENWOOD,HOWARD,MD,39.28,-77.02,NUMEROUS TREES DOWN AND ON HOUSES. (LWX),,
243,UNK,1 SE HIGHLAND,HOWARD,MD,39.16,-76.94,TREE DOWN INTO HOUSE ON BROWNS BRIDGE ROAD. (LWX),,
244,66,1 SW QUANTICO,PRINCE WILLIAM,VA,38.51,-77.3,(LWX),,
244,UNK,1 NNW BAILEYS CROSSROAD,ARLINGTON,VA,38.87,-77.13,LARGE TREE DOWN NEAR INTERSECTION OF ROUTE 50 AND MANCHESTER STREET. (LWX),,
244,UNK,2 S WEST FRIENDSHIP,HOWARD,MD,39.28,-76.95,TREE DOWN INTO HOUSE ON GARRATT COURT. (LWX),,
244,UNK,5 SSE COLLEGE PARK,PRINCE GEORGES,MD,38.93,-76.9,ROOF PARTIALLY TORN OFF SEVEN STORY APARTMENT BUILDING (LWX),,
245,64,1 E WASHINGTON,DISTRICT OF COLUMB,DC,38.91,-77,(LWX),,
245,82,2 SE DAHLGREN,ANZ536,VA,38.31,-77.03,(LWX),,
245,UNK,CREST HILL,WILL,IL,41.57,-88.11,SEVERAL TREE BRANCHES BLOWN DOWN. ONE TREE WITH 5 TO 6 INCH DIAMETER TRUNK SNAPPED IN HALF. SECOND TREE WITH 4 TO 5 INCH DIAMETER TRUNK BROKEN AT BASE. WINDS ESTIMATED (LOT),,
245,UNK,LUNENBURG,LUNENBURG,VA,36.96,-78.27,TREES DOWN AND BLOCKING VA 723 IN LUNENBURG (AKQ),,
245,UNK,1 NNW HIGHLAND,HOWARD,MD,39.19,-76.96,TREE DOWN INTO HOUSE ON RIVER CLYDE DRIVE. (LWX),,
245,UNK,1 N WHITE OAK,MONTGOMERY,MD,39.06,-76.99,SEVERAL TREES DOWN. (LWX),,
245,UNK,2 N SURL,PERSON,NC,36.35,-78.89,2 TREES UPROOTED AND WINDS ESTIMATED OVER 50 MPH. TREES WERE APPROX 25 FT TALL AND 10 FT IN DIAMETER. (RAH),,
245,UNK,2 N SURL,PERSON,NC,36.35,-78.89,2 TREES UPROOTED AND WINDS ESTIMATED OVER 50 MPH. TREES WERE APPROX 25 FT TALL. (RAH),,
245,UNK,5 NNW JOLIET,WILL,IL,41.59,-88.15,AT RENWICK ROAD AND OLD RENWICK TRAIL...LARGE OAK LIMBS SNAPPED AND POWER OUT. (LOT),,
248,70,1 S REAGAN NATIONAL AIR,ARLINGTON,VA,38.85,-77.03,(LWX),,
248,UNK,FAIRFAX,FAIRFAX,VA,38.85,-77.36,*** 1 FATAL,3 INJ *** TREE ON CAR IN SPRINGFIELD. MULTIPLE ROOF CAVE INS. (LWX),
248,UNK,1 ENE MOUNT VERNON,FAIRFAX,VA,38.72,-77.09,ONE FOOT DIAMETER LIMB DOWN ON POWERLINES. (LWX),,
248,UNK,1 SW SIMPSONVILLE,HOWARD,MD,39.17,-76.9,TREES INTO TWO HOUSES ON HALLMARK ROAD. (LWX),,
248,UNK,1 WSW FULTON,HOWARD,MD,39.15,-76.94,TREE FELL INTO HOUSE ON RESERVOIR ROAD. (LWX),,
248,UNK,2 NW COLUMBIA,HOWARD,MD,39.22,-76.89,TREE DOWN INTO HOUSE ON OLD TUCKER ROW. (LWX),,
248,UNK,2 NW COLUMBIA,HOWARD,MD,39.22,-76.89,TREE DOWN INTO HOUSE ON WOODENHAWK CIRCLE. (LWX),,
248,UNK,2 WNW REAGAN NATIONAL A,ARLINGTON,VA,38.86,-77.07,LARGE TREE LIMBS DOWN. (LWX),,
248,UNK,3 NE CLARKSVILLE,HOWARD,MD,39.25,-76.91,TREE DOWN INTO HOUSE ON HOMEWOOD. (LWX),,
250,60,2 N PENOLA,CAROLINE,VA,37.98,-77.37,SEVERAL LARGE TREES DOWN ALONG PENOLA RD (AKQ),,
250,62,1 NNW NATIONAL ARBORETU,DISTRICT OF COLUMB,DC,38.92,-76.98,(LWX),,
250,68,1 SSE CALVERTON,PRINCE GEORGES,MD,39.04,-76.94,(LWX),,
250,UNK,CREST HILL,WILL,IL,41.57,-88.11,WIDESPREAD LARGE BRANCHES DOWN ALONG WITH POWER OUTAGES. WINDS ESTIMATED BETWEEN 60 AND 70 MPH. (LOT),,
250,UNK,1 N ROMEOVILLE,WILL,IL,41.66,-88.09,LARGE TREE DOWN BLOCKING ROAD AND WIDESPREAD TREE DAMAGE ACROSS THE NEIGHBORHOOD. (LOT),,
250,UNK,1 S COLUMBIA,HOWARD,MD,39.19,-76.85,TREE FELL INTO HOUSE ON CARLINDA AVENUE. (LWX),,
250,UNK,1 SE SIMPSONVILLE,HOWARD,MD,39.17,-76.87,TREE DOWN INTO HOUSE ON EDEN BROOK DRIVE. (LWX),,
250,UNK,1 SSW BRYANS ROAD,CHARLES,MD,38.62,-77.08,TWO LARGE BRANCHES DOWN. (LWX),,
250,UNK,2 ENE REIDSVILLE,ROCKINGHAM,NC,36.36,-79.64,NUMEROUS TREES DOWN NEAR LAWSONVILLE AVENUE (RNK),,
250,UNK,2 NNW COLUMBIA,HOWARD,MD,39.23,-76.88,TREE FELL INTO HOUSE ON FAULKNER RIDGE CIRCLE. (LWX),,
250,UNK,2 NW LOCKPORT,WILL,IL,41.61,-88.08,LARGE TREES RAINING DOWN ONTO CARS ON ROUTE 53 WITH 3 OUT OF 4 LANES BLOCKED BY 2 VERY LARGE UPROOTED TREES. ONE TREE FELL ONTO A CAR. HAIL ALSO WAS FALLING BUT EMPLOYE (LOT),,
250,UNK,2 S SCAGGSVILLE,PRINCE GEORGES,MD,39.12,-76.9,SEVERAL TREES DOWN. (LWX),,
250,UNK,2 WNW FREDERICKSBURG,CITY OF FREDERICKS,VA,38.31,-77.51,MULTIPLE 1 TO 2 INCH TREE BRANCHES DOWN ALONG FALL HILL AVE AND NEAR HUGHEY CT AND NEAR HERITAGE PL (LWX),,
251,UNK,1 W ELLICOTT CITY,HOWARD,MD,39.27,-76.86,TREE DOWN INTO HOUSE ON FONT HILL DRIVE. (LWX),,
251,UNK,1 WSW CHILLUM,DISTRICT OF COLUMB,DC,38.96,-77,SEVERAL TREES DOWN. (LWX),,
252,71,1 NNE DULLES INTERNATIO,LOUDOUN,VA,38.96,-77.45,(LWX),,
252,87,ROMEOVILLE,WILL,IL,41.6,-88.08,MEASURED AT NWS OFFICE IN ROMEOVILLE. (LOT),,
252,87,ROMEOVILLE,WILL,IL,41.6,-88.08,MEASURED AT NWS OFFICE IN ROMEOVILLE. PINE TREE 10 INCHES IN DIAMETER SNAPPED AT ITS BASE. (LOT),,
252,UNK,1 SSE ALEXANDRIA,CITY OF ALEXANDRIA,VA,38.81,-77.07,SEVERAL TREES DOWN. POWER LINES DOWN. (LWX),,
253,UNK,LOCKPORT,WILL,IL,41.59,-88.05,LARGE LIMBS TREE DOWN (LOT),,
253,UNK,3 WSW ELKRIDGE,HOWARD,MD,39.19,-76.8,SEVERAL LARGE TREES AND LARGE BRANCHES KNOCKED DOWN NEAR INTERSECTION OF RT 108 AND RT 175 (LWX),,
254,76,1 NE SEAT PLEASANT,PRINCE GEORGES,MD,38.91,-76.89,(LWX),,
255,61,1 E LAUREL,PRINCE GEORGES,MD,39.1,-76.85,(LWX),,
255,61,3 NE GLENN DALE,PRINCE GEORGES,MD,39.02,-76.76,(LWX),,
255,65,2 ENE BELTSVILLE,PRINCE GEORGES,MD,39.05,-76.89,(LWX),,
255,68,1 E MORNINGSIDE,PRINCE GEORGES,MD,38.83,-76.87,(LWX),,
255,UNK,OXFORD,GRANVILLE,NC,36.3,-78.59,TREE DOWN ON ORANGE ST IN OXFORD. NUMEROUS OTHER TREES DOWN THROUGHOUT THE COUNTY. (RAH),,
255,UNK,1 NNW SAXAPAHAW,ALAMANCE,NC,35.97,-79.33,LARGE TREE SNAPPED IN HALF ABOUT 40 FT OFF THE GROUND. NUMEROUS LARGE LIMBS ALSO DOWN. (RAH),,
255,UNK,1 N SAXAPAHAW,ALAMANCE,NC,35.96,-79.32,ROOF BLOWN OFF A CARPORT AT 5654 SWEPSONVILLE-SAXAPAHAW RD. (RAH),,
255,UNK,1 WSW ILCHESTER,HOWARD,MD,39.24,-76.79,TREE DOWN INTO HOUSE ON NOTTINGHAM WAY. (LWX),,
255,UNK,2 NW JESSUP,HOWARD,MD,39.17,-76.8,TREE DOWN INTO HOUSE ON MISSION ROAD. (LWX),,
256,58,KENBRIDGE,LUNENBURG,VA,36.96,-78.13,58 MPH GUST AT KENBRIDGE (AKQ),,
256,UNK,1 SE COLUMBIA,LANCASTER,PA,40.02,-76.48,TREES REPORTED DOWN IN COLUMBIA. (CTP),,
256,UNK,1 W ELKRIDGE,HOWARD,MD,39.2,-76.77,TREE FELL INTO HOUSE ON MEADOWFIELD COURT. (LWX),,
256,UNK,2 WSW ELKRIDGE,HOWARD,MD,39.19,-76.79,TREE DOWN INTO HOUSE ON BAJA WAY. (LWX),,
256,UNK,2 WSW ELKRIDGE,HOWARD,MD,39.19,-76.79,TREE FELL INTO HOUSE ON KEETON ROAD. (LWX),,
258,77,1 NE SWAN POINT,CHARLES,MD,38.31,-76.93,(LWX),,
258,UNK,2 SSE ANDREWS AFB,PRINCE GEORGES,MD,38.78,-76.86,TREE DOWN AT INTERSECTION OF GREEN STREET AND PERTH DRIVE. (LWX),,
258,UNK,2 SSE ANDREWS AFB,PRINCE GEORGES,MD,38.78,-76.86,TREE DOWN AT INTERSECTION OF GREEN STREET AND WOODYARD ROAD. (LWX),,
259,71,1 WSW WALDORF,CHARLES,MD,38.63,-76.93,(LWX),,
300,UNK,ROMEOVILLE,WILL,IL,41.65,-88.09,STRONG WINDS KNOCKED DOWN LARGE TREE LIMBS APPROXIMATELY 4 INCHES IN DIAMETER ON A PARKED CAR NEAR THE SPOTTERS HOUSE AT HUDSON AND GENEVA STREETS IN ROMEOVILLE,TAKING (LOT),
300,UNK,WOODSTOCK,HOWARD,MD,39.33,-76.87,TREE FELL INTO HOUSE ON GROOMS LANE. (LWX),,
300,UNK,1 NW CATONSVILLE,BALTIMORE,MD,39.27,-76.76,TREE DOWN ON ROLLING ROAD NEAR INTERSECTION WITH EDMONDSON AVENUE. (LWX),,
300,UNK,1 SSW LAUREL,PRINCE GEORGES,MD,39.08,-76.86,SEVERAL POWER POLES SNAPPED...HOMES LOST SHINGLES...BLOWN OUT UPPER WINDOWS...WIDESPREAD TREE DAMAGE. (LWX),,
300,UNK,2 ENE LAUREL,ANNE ARUNDEL,MD,39.1,-76.83,OUTBUILDING SUFFERED COMPLETE LOSS OF ROOFING MATERIAL AT A HORSERACING TRACK. (LWX),,
300,UNK,2 ESE ST. CHARLES,CHARLES,MD,38.6,-76.89,NUMEROUS TREES DOWN...WITH SOME ON CARS. ROADS WERE IMPASSABLE. (LWX),,
300,UNK,2 NNW OAK HILL,GRANVILLE,NC,36.46,-78.73,TREE DOWN ON HWY 96 N NEAR JOE TOLER-OAK HILL SCHOOL. (RAH),,
300,UNK,2 SSW FORT MEADE,ANNE ARUNDEL,MD,39.09,-76.76,PLANE FLIPPED AT TIPTON AIRPORT. (LWX),,
302,66,1 N BALT-WASH INTL ARPT,ANNE ARUNDEL,MD,39.18,-76.67,(LWX),,
302,UNK,3 N DURHAM,DURHAM,NC,36.02,-78.91,TREES DOWN AT DUKE ST. AND I-85. (RAH),,
302,UNK,4 W DURHAM,DURHAM,NC,35.99,-78.99,LARGE TREE DOWN ON A VAN AT ERWIN RD. AND MT SINAI RD. (RAH),,
303,UNK,UPPER MARLBORO,PRINCE GEORGES,MD,38.82,-76.75,LARGE TREE DOWN. LARGE 6 TO 8 INCH DIAMETER BRANCHES DOWN. ROAD SIGN SNAPPED BY WIND. (LWX),,
303,UNK,2 WNW DURHAM,DURHAM,NC,35.99,-78.94,TREES AND POWER LINES DOWN AT DUKE ST. AND CAMERON BLVD. (RAH),,
304,UNK,1 NW WARRENTON,WARREN,NC,36.41,-78.16,ALUMINUM SIDING PEELED OFF OF DOCTORS OFFICE ON US-158 BUSINESS WEST. (RAH),,
304,UNK,1 NW WARRENTON,WARREN,NC,36.41,-78.17,RUBBER ROOF PEELED OFF WARR AM RADIO STATION ON US-158 BUSINESS WEST. (RAH),,
304,UNK,4 N DURHAM,DURHAM,NC,36.03,-78.91,TREES DOWN AT STADIUM DR. AND DUKE ST. (RAH),,
305,60,1 WSW GLEN BURNIE,ANNE ARUNDEL,MD,39.16,-76.62,(LWX),,
305,66,1 N BALT-WASH INTL ARPT,ANNE ARUNDEL,MD,39.18,-76.67,(LWX),,
305,UNK,CROFTON,ANNE ARUNDEL,MD,39.02,-76.69,DOWN TREE LIMBS...AT LEAST 6 INCHES IN DIAMETER...THROUGHOUT NEIGHBORHOOD. INTERSECTIONS IMPACTED INCLUDE ROUTE 424 AT REIDEL AND AT DUKE OF KENT...AND CROFTON PARKWAY (LWX),,
305,UNK,LAKE CHESDIN PARK,CHESTERFIELD,VA,37.27,-77.65,NUMEROUS TREES DOWN AT WHIPPERNOCK MARINA AND CAMPGROUND (AKQ),,
305,UNK,1 NE SWAN POINT,CHARLES,MD,38.32,-76.92,NUMEROUS TREES DOWN ALONG BANKS ODEE ROAD. (LWX),,
305,UNK,1 N FREDERICKSBURG,CITY OF FREDERICKS,VA,38.32,-77.48,MULTIPLE TREES DOWN NEAR FALL HILL AVE AND NORMANDY AVE. SOME 1-2 INCHES IN DIAMETER. SOME 7-8 INCHES IN DIAMETER. A FEW TREES ONTO VEHICLES. (LWX),,
305,UNK,1 NW WARRENTON,WARREN,NC,36.41,-78.16,GLASS DOOR BLOWN OUT OF SERVICE STATION AT 943 US-158 BUSINESS WEST. (RAH),,
305,UNK,1 SE HARMANS,ANNE ARUNDEL,MD,39.15,-76.69,TREE BRANCHES OF 6 INCHES IN DIAMETER WERE BROKEN OFF NEAR THE INTERSECTION OF ROUTES 100 AND 170. (LWX),,
305,UNK,1 WNW ELKRIDGE,HOWARD,MD,39.21,-76.77,CHIMNEY BROKEN OFF OF HOME ON SANDY RIDGE COURT. (LWX),,
305,UNK,1 WNW KITTRELL,VANCE,NC,36.23,-78.45,TREE DOWN AT KITTRELL RD. AND LONG CREEK CIRCLE. (RAH),,
306,UNK,GRANT PARK,KANKAKEE,IL,41.24,-87.64,HEGGS AND RIDGE AREA,POWER COMPLETELY OUT. NUMEROUS TREES DOWN TO 5-6 INCHES IN DIAMETER. NOTHING BLOCKING ROAD. (LOT),
306,UNK,1 NE DURHAM,DURHAM,NC,35.99,-78.91,TREES DOWN AT DUKE ST. AND UNIVERSITY DR. (RAH),,
308,UNK,MACON,WARREN,NC,36.44,-78.08,TREES ON POWER LINES...WHICH STARTED A ONE ACRE BRUSH FIRE ON MACON-EMBRO RD. (RAH),,
308,UNK,OWINGS MILLS,BALTIMORE,MD,39.42,-76.79,ONE FOOT DIAMETER BRANCH WITH LENGTH OF 20 TO 25 FEET WAS DOWNED ON DOLFIELD ROAD BETWEEN RITTERS LANE AND MILLPAINT LANE. (LWX),,
308,UNK,5 S CREEDMOOR,WAKE,NC,36.05,-78.7,TREES DOWN AT CREEDMOOR RD. AND SANDY PLAINS RD. (RAH),,
309,60,1 W GLEN BURNIE,ANNE ARUNDEL,MD,39.16,-76.62,(LWX),,
310,UNK,RIVERDALE,ANNE ARUNDEL,MD,39.09,-76.54,FEW 2 FOOT DIAMETER TREES KNOCKED OVER. COUPLE OF 1 FOOT DIAMETER TREES UPROOTED. (LWX),,
313,UNK,1 WNW MOUNT HARMONY,CALVERT,MD,38.7,-76.62,TREE OF 12 TO 18 INCH DIAMETER BLOWN DOWN ALONG MOUNT HARMONY ROAD (LWX),,
315,61,EDGEWATER BEACH,ANNE ARUNDEL,MD,38.94,-76.57,(LWX),,
315,UNK,SOUTHERN ESTATES,PRINCE GEORGE,VA,37.13,-77.36,TREES DOWN ON POWERLINES AND ON HOUSE VICINITY OF GARYS CHURCH RD AND COLLEGE RD (AKQ),,
315,UNK,2 ESE WOODLAWN,BALTIMORE,MD,39.29,-76.72,TWO FOOT DIAMETER TREE DOWN OFF NEWFIELD ROAD. (LWX),,
